ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
11812,5,COLEGIO TOMAS MORO,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,314,9,51,95,13,482,78
11818,4,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,228,4,15,7,6,260,95
11831,1,LICEO INDUSTRIAL BENJAMIN FRANKLIN,Región Metropolitana de Santiago,Santiago,Quinta Normal,Corporación Municipal,Urbano,642,30,70,78,18,838,89
11843,5,MASTER COLLEGE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,116,17,25,55,1,214,74
11851,6,COLEGIO JOSE MANUEL BALMACEDA,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,264,24,51,72,3,414,82
11867,2,COLEGIO UNIVERSAL SAN FRANCISCO,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,78,4,11,23,7,123,76
11883,4,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,Región Metropolitana de Santiago,Melipilla,María Pinto,Corporación Municipal,Urbano,407,3,44,41,4,499,91
11918,0,FROILAN YAÑEZ DE LA BARRA,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,222,11,30,32,,295,89
11931,8,CENTRO EDUC.PART.ORDEN DE SAN JORGE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,131,5,18,15,1,170,91
11936,9,COLEGIO JACQUES COUSTEAU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,182,10,17,24,9,242,86
11950,4,COLEGIO MONTEVERDE,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,222,26,43,58,,349,83
11965,2,CENTRO EDUCACIONAL SAN LORENZO,Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,182,7,32,49,3,273,81
11977,6,SAINT CHRISTIAN COLLEGE,Región Metropolitana de Santiago,Santiago,La Granja,Particular Subvencionado,Urbano,125,1,24,22,1,173,87
11993,8,ESCUELA BASICA JUAN PABLO DUARTE,Región Metropolitana de Santiago,Santiago,Providencia,Corporación Municipal,Urbano,67,,21,39,,127,69
11994,6,LICEO POLIVALENTE BAHIA DARWIN,Región Metropolitana de Santiago,Santiago,La Granja,Particular Subvencionado,Urbano,189,3,19,17,5,233,91
12001,4,COLEGIO PARTICULAR EVANGÉLICO BETANIA,Región de Ñuble,Diguillín,Chillán,Particular Subvencionado,Urbano,139,,6,5,2,152,95
12004,9,LICEO POLITECNICO CURANILAHUE,Región del Biobío,Arauco,Curanilahue,Particular Subvencionado,Urbano,207,2,9,8,,226,96
12005,7,COLEGIO DON ORIONE,Región del Biobío,Biobío,Los Ángeles,Particular Subvencionado,Urbano,651,28,60,43,2,784,94
12006,5,LICEO AGRICOLA SAN CARLOS,Región de Ñuble,Punilla,San Carlos,Municipal DAEM,Rural,47,1,1,2,,51,96
12027,8,COLEGIO BICENTENARIO DE EXCELENCIA EL ÁRBOL DE LA VIDA,Región de Ñuble,Punilla,San Carlos,Particular Subvencionado,Urbano,347,6,16,4,,373,99
12031,6,COLEGIO SAN DIEGO DE ALCALÁ,Región del Biobío,Biobío,Tucapel,Particular Subvencionado,Urbano,123,,27,30,,180,83
12032,4,COLEGIO CHOLGUAN,Región de Ñuble,Diguillín,Yungay,Particular Subvencionado,Rural,59,3,16,69,,147,53
12033,2,LICEO INDUSTRIAL METODISTA DE CORONEL,Región del Biobío,Concepción,Coronel,Particular Subvencionado,Urbano,726,10,71,69,1,877,92
12037,5,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,Región del Biobío,Biobío,Laja,Particular Subvencionado,Urbano,139,3,28,38,,208,82
12046,4,COLEGIO LORENZO MONDANELLI,Región de Ñuble,Punilla,Coihueco,Particular Subvencionado,Urbano,86,8,9,23,,126,82
12050,2,COLEGIO POLIVALENTE DARIO SALAS,Región de Ñuble,Diguillín,Chillán,Particular Subvencionado,Urbano,274,2,13,12,1,302,96
12059,6,COLEGIO AGRÍCOLA LOS MAYOS,Región del Biobío,Biobío,Santa Bárbara,Particular Subvencionado,Rural,161,1,,,,162,100
12062,6,LICEO MAURICIO HOCHSCHILD,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,797,9,101,96,,1.003,90
12077,4,COLEGIO SAN MIGUEL DE LOS ANDES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,198,7,41,76,1,323,76
12085,5,COLEGIO CRISTIANO EMMANUEL,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,72,5,16,32,,125,74
12111,8,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,195,20,21,28,4,268,88
12115,0,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,Región Metropolitana de Santiago,Santiago,Renca,Particular Subvencionado,Urbano,313,10,34,28,15,400,89
12117,7,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,Región Metropolitana de Santiago,Santiago,Quilicura,Municipal DAEM,Urbano,480,71,36,37,11,635,92
12151,7,COLEGIO HISPANO AMERICANO,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,831,18,120,95,6,1.070,91
12177,0,COLEGIO ANDRES BELLO,Región de Valparaíso,Petorca,Cabildo,Particular Subvencionado,Urbano,225,1,38,84,,348,76
12183,5,COLEGIO SAINT THOMAS COLLEGE,Región de Los Lagos,Osorno,Osorno,Particular Subvencionado,Urbano,47,4,11,66,2,130,48
12185,1,COLEGIO BICENTENARIO HELVECIA,Región de Los Ríos,Valdivia,Valdivia,Particular Subvencionado,Urbano,61,,4,7,,72,90
12192,4,INSTITUTO DEL MAR BICENTENARIO CAPITAN WILLIAMS,Región de Los Lagos,Chiloé,Chonchi,Particular Subvencionado,Urbano,726,7,64,42,,839,95
12217,3,CENTRO POLITECNICO PARTICULAR DE NUNOA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Particular Subvencionado,Urbano,776,19,83,78,13,969,91
12225,4,COLEGIO BICENTENARIO SAN ESTEBAN MARTIR,Región Metropolitana de Santiago,Santiago,Lo Barnechea,Particular Subvencionado,Urbano,195,9,41,40,,285,86
12241,6,COLEGIO CORAZON DE JESUS,Región Metropolitana de Santiago,Santiago,Quinta Normal,Particular Subvencionado,Urbano,103,3,14,24,1,145,83
12242,4,COLEGIO PUDAHUEL,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,282,20,25,32,13,372,88
12244,0,COLEGIO EL SEMBRADOR,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,290,35,65,118,,508,77
12260,2,COLEGIO SAN FRANCISCO DE ASIS DE BELEN,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,72,1,30,52,2,157,66
12301,3,COLEGIO ESPAÑOL DE VIÑA DEL MAR,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,45,,17,33,,95,65
12305,6,COLEGIO ALEXANDER FLEMING,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,198,10,22,49,1,280,82
12309,9,COLEGIO PIRAMIDE,Región de Valparaíso,San Felipe de Aconcagua,San Felipe,Particular Subvencionado,Urbano,100,6,9,54,,169,68
12312,9,COLEGIO REBECA FERNANDEZ,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,90,,15,7,3,115,91
12332,3,LICEO POLITECNICO DE CON CON,Región de Valparaíso,Valparaíso,Concón,Municipal DAEM,Urbano,210,7,27,31,14,289,84
12336,6,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,Región de Valparaíso,Petorca,Cabildo,Municipal DAEM,Urbano,396,,44,57,,497,89
12368,4,LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ,Región de La Araucanía,Cautín,Cunco,Particular Subvencionado,Urbano,259,1,17,18,,295,94
12504,0,COLEGIO LITTLE COLLEGE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,105,4,8,28,,145,81
12509,1,LICEO PDTE. ANIBAL PINTO GARMENDIA.,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,129,27,22,83,1,262,68
12515,6,COLEGIO NUSTA KORI,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,83,5,8,35,,131,73
12518,0,COLEGIO DIOCESANO OBISPO LABBE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,220,,46,78,7,351,76
12534,2,LICEO COLEGIO METODISTA ROBERT JOHNSON,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Rural,516,26,52,60,3,657,90
12547,4,COLEGIO SAUCACHE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,520,5,48,100,2,675,85
12551,2,LIC.PADRE ALBERTO HURTADO CRUCHAGA,Región de Tarapacá,Tamarugal,Pica,Municipal DAEM,Rural,301,19,33,60,7,420,84
12566,0,COLEGIO METODISTA WILLIAM TAYLOR,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Rural,479,8,36,58,8,589,89
12573,3,COLEGIO MARIA REINA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,155,15,24,106,2,302,64
12587,3,COLEGIO ARICA COLLEGE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,162,3,41,134,,340,61
12590,3,COLEGIO HISPANO ITALIANA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,120,,34,38,1,193,80
12591,1,LICEO SAMCA ARUMANTI,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,256,2,46,99,1,404,75
12594,6,COLEGIO ANTAMARA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,69,3,19,55,1,147,62
12602,0,ESC. BASICA Y PARV. KRONOS SCHOOL,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,184,11,27,38,24,284,78
12603,9,LICEO LOS CONDORES,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,251,,42,62,,355,83
12604,7,ESCUELA BASICA CORONA SCHOOL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,137,,24,74,,235,69
12605,5,ACADEMIA HOSPICIO,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,259,22,34,89,2,406,78
12610,1,LICEO INSTITUTO COMERCIAL DE ARICA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,308,5,16,24,8,361,91
12630,6,COLEGIO LEONARDO DA VINCI,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,195,13,18,10,15,251,90
12631,4,COLEGIO INGLES,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,260,1,73,199,4,537,62
12632,2,COLEGIO SIMON BOLIVAR,Región de Tarapacá,Iquique,Alto Hospicio,Municipal DAEM,Urbano,158,16,16,19,12,221,86
12649,7,LICEO SUPERIOR DIEGO PORTALES,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,335,8,39,78,1,461,83
12650,0,COLEGIO SAGRADO CORAZON DE JESUS,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,765,14,103,169,4,1.055,84
12652,7,COLEGIO SANTO DOMINGO SAVIO,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,333,11,57,98,3,502,80
12655,1,COLEGIO SAN PEDRO,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,179,2,27,34,9,251,83
12658,6,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Rural,69,3,1,4,14,91,80
12667,5,COLEGIO HUMBERSTONE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,173,1,65,281,,520,46
12672,1,COLEGIO SALESIANO DE IQUIQUE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,111,12,33,140,,296,53
12686,1,LICEO ACADEMIA NACIONAL,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,220,20,17,33,1,291,88
12712,4,COLEGIO CHILE NORTE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,218,11,12,15,7,263,92
12713,2,LICEO BICENTENARIO COLEGIO CARDENAL RAUL SILVA HENRIQUEZ,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,212,,17,18,1,248,92
12716,7,COLEGIO BICENTENARIO MIRAMAR DE EXCELENCIA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,558,11,36,75,26,706,86
12719,1,LICEO PABLO NERUDA,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,92,4,6,13,8,123,83
12720,5,COLEGIO ADOLFO BEYZAGA OVANDO,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,107,7,13,45,2,174,73
12741,8,COLEGIO LATIONOAMERICANO LAS PARINAS,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,60,9,9,23,2,103,76
12747,7,COLEGIO RUPANIC SCHOOL,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,186,6,22,30,8,252,85
12749,3,COLEGIO MARISTA HERMANO FERNANDO,Región de Tarapacá,Iquique,Alto Hospicio,Particular Subvencionado,Urbano,234,8,25,20,6,293,91
12759,0,LICEO CAMIÑA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,50,,6,4,,60,93
12762,0,IQRA ARABIAN BRITISH SCHOOL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Rural,51,1,9,65,6,132,46
12767,1,COLEGIO INGLÉS THE SOWER SCHOOL,Región del Biobío,Biobío,Yumbel,Particular Subvencionado,Urbano,82,,14,10,,106,91
12775,2,INSTITUTO  DOMINGO  EYZAGUIRRE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,159,1,36,41,,237,83
12779,5,COLEGIO ALTOS DEL CERRO GRANDE,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,30,2,6,48,5,91,42
12800,7,COLEGIO BAUTISTA LOIS HART,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,59,,12,57,2,130,55
12802,3,FUND.EDUC.COL.FEMENINO MADRE DEL ROSARIO,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,94,7,16,33,,150,78
12823,6,COLEGIO CALAMA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,93,3,20,38,3,157,74
12830,9,LICEO DE ESTUDIOS CONTABLES Y ADMINISTR.,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,434,85,38,176,4,737,76
12836,8,LICEO BICENTENARIO COLEGIO RÍO LOA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,222,17,26,36,14,315,84
12837,6,COLEGIO PARTICULAR BET- EL,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,91,3,13,38,,145,74
12838,4,COLEGIO ECOLOGICO MONTESSORI,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,84,11,23,164,2,284,42
12842,2,LICEO BICENTENARIO AGROPECUARIO LIKAN ANTAI,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Urbano,277,12,25,41,7,362,87
12851,1,COLEGIO PADRE ALBERTO HURTADO,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,96,15,33,113,2,259,56
12853,8,COLEGIO PARTICULAR SAN NICOLAS,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,77,,23,180,1,281,36
12855,4,LICEO COMERCIAL COMPUTACIONAL STA SARA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,153,8,29,67,1,258,74
12868,6,COLEGIO EBEN EZER,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,87,4,14,72,1,178,59
12885,6,COLEGIO SAN AGUSTIN,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,103,3,38,311,1,456,32
12891,0,NEW HEAVEN HIGH SCHOOL,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,222,14,37,124,1,398,69
12935,6,COLEGIO PROVIDENCIA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,145,7,48,102,3,305,66
12943,7,COLEGIO TECNICO INDUSTRIAL DON BOSCO,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,512,14,83,208,,817,75
12958,5,THE GIANT SCHOOL ANTOFAGASTA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,58,18,13,57,1,147,61
12961,5,LICEO RADOMIRO TOMIC ROMERO,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,84,28,22,51,31,216,62
12963,1,THE ANTOFAGASTA BAPTIST COLLEGE,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,116,33,23,245,1,418,41
12970,4,NORTH COLLEGE,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,72,17,13,98,,200,51
12977,1,HARVEST CHRISTIAN SCHOOL,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,155,4,35,207,6,407,48
12980,1,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,135,4,25,114,1,279,59
13103,2,COLEGIO PARTICULAR CALDERA,Región de Atacama,Copiapó,Caldera,Particular Subvencionado,Urbano,80,,18,36,,134,73
13112,1,COLEGIO SAN AGUSTÍN DE ATACAMA,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,144,16,42,231,2,435,46
13145,8,LICEO TECNOLÓGICO DE COPIAPÓ,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,747,9,84,82,5,927,91
13146,6,ESCUELA INDUSTRIAL SALESIANOS COPIAPÓ,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,637,8,48,119,,812,85
13156,3,COLEGIO HÉROES DE ATACAMA,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,305,3,45,112,2,467,76
13168,7,LICEO EL PALOMAR,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,236,9,21,32,26,324,82
13178,4,COLEGIO HISPANO AMÉRICA,Región de Atacama,Chañaral,Chañaral,Particular Subvencionado,Urbano,51,,9,12,,72,83
13185,7,LICEO POLITÉCNICO,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,498,6,27,27,3,561,95
13188,1,COLEGIO CERVANTINO,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,93,,19,115,,227,49
13202,0,LICEO BICENTENARIO DE VALLENAR,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,204,5,25,99,,333,70
13205,5,SANTO DOMINGO COUNTRY SCHOOL,Región de Valparaíso,San Antonio,Santo Domingo,Particular Subvencionado,Urbano,29,,10,54,2,95,41
13220,9,COLEGIO LICARAYEN,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,301,19,27,44,5,396,88
13305,1,COLEGIO TRINITY,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,34,2,6,54,,96,44
13313,2,COLEGIO FRANCIS SCHOOL,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,182,8,49,209,3,451,53
13314,0,COLEGIO CRISTOBAL COLON,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,211,5,35,40,,291,86
13324,8,COLEGIO SANTA MARIA DE BELEN N_ 162,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,120,1,41,93,1,256,63
13330,2,COLEGIO PARTICULAR PIERROT,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,37,5,8,10,,60,83
13333,7,ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Rural,115,1,4,12,,132,91
13341,8,COLEGIO PART. KOMVUX - COQUIMBO,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,48,5,3,1,2,59,95
13344,2,COLEGIO AMERICANO,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,197,7,20,33,,257,87
13352,3,LICEO POLIV.PADRE JOSE HERDE P-LHER,Región de Coquimbo,Choapa,Canela,Municipal DAEM,Urbano,326,5,17,32,,380,92
13356,6,COLEGIO ALBERT EINSTEIN,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,126,4,43,130,1,304,57
13360,4,COLEGIO SAN NICOLAS,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,91,4,21,108,,224,52
13361,2,KID´S WORLD SCHOOL,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,146,14,41,91,1,293,69
13372,8,COLEGIO FRANCISCO PALAU,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,50,2,17,91,,160,43
13373,6,COLEGIO PARTICULAR LEONARDO DA VINCI,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,140,,37,94,,271,65
13383,3,COLEGIO CAMBRIDGE SCHOOL,Región de Coquimbo,Choapa,Salamanca,Particular Subvencionado,Urbano,102,7,11,20,5,145,83
13384,1,SAINT JOHN´S SCHOOL,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,190,2,43,87,,322,73
13387,6,COLEGIO DE ARTES ELISEO VIDELA JORQUERA,Región de Coquimbo,Limarí,Ovalle,Municipal DAEM,Urbano,152,5,25,39,1,222,82
13388,4,COLEGIO SANTO TOMAS LA SERENA,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,66,18,16,107,2,209,48
13394,9,CORAZON DE JESUS,Región de Coquimbo,Choapa,Salamanca,Particular Subvencionado,Urbano,113,2,11,18,,144,88
13416,3,COLEGIO ARTISTICO CULTURAL FORM-ARTE,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,46,1,6,49,,102,52
13417,1,COLEGIO ELQUI,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,79,2,16,19,,116,84
13420,1,COLEGIO NUESTRA SENORA DE ANDACOLLO,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,417,24,46,34,,521,93
13426,0,COLEGIO SAN LUCAS,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,42,2,9,26,,79,67
13427,9,COLEGIO LOS CONQUISTADORES,Región de Coquimbo,Limarí,Monte Patria,Particular Subvencionado,Rural,193,1,37,50,,281,82
13439,2,COLEGIO PUCARA,Región de Coquimbo,Limarí,Ovalle,Particular Subvencionado,Urbano,71,,19,72,,162,56
13442,2,COLEGIO SANTA FAMILIA,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,207,30,56,82,,375,78
13445,7,COLEGIO ESPANOL,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,73,5,4,10,,92,89
13446,5,MARIA EDUCA,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,145,2,41,83,,271,69
13461,9,LICEO CARMEN AURORA RODRIGUEZ HENRIQUEZ,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,135,13,13,9,2,172,94
13462,7,COLEGIO CERRO GUAYAQUIL,Región de Coquimbo,Limarí,Monte Patria,Municipal DAEM,Urbano,84,,10,8,,102,92
13475,9,COLEGIO SAN MARTIN DE PORRES,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,228,3,22,15,5,273,93
13486,4,COLEGIO SAN FRANCISCO JAVIER,Región de Coquimbo,Choapa,Los Vilos,Particular Subvencionado,Urbano,384,16,58,90,1,549,83
13489,9,COLEGIO MARIA EDUCA,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,155,3,28,94,,280,66
13491,0,COLEGIO ALTAZOR,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,203,13,28,57,2,303,81
13503,8,COLEGIO VALENTIN LETELIER,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,132,2,20,53,2,209,74
