ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
24966,1,COLEGIO SAN FELIPE,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,68,9,11,18,,106,83
24978,5,COLEGIO PART.POLITECNICO EYZAGUIRRE,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,986,20,98,73,2,1.179,94
24995,5,COLEGIO SAN FERNANDO DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,62,3,12,15,2,94,82
25012,0,COLEGIO PART.SAN SEBASTIAN DE MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,286,8,61,108,,463,77
25026,0,COLEGIO POLIV. FRANCISCO DE VILLAGRA,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,235,12,16,20,3,286,92
25027,9,COLEGIO POLIV. NUEVA NAZARET,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,168,21,27,39,,255,85
25028,7,CENTRO EDUC. DIEGO DE ALMAGRO,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,203,14,17,20,3,257,91
25032,5,COLEGIO POLIVALENTE SEMBRADOR,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,359,13,28,26,10,436,92
25038,4,COLEGIO JOSE M.BALMACEDA DE MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,94,4,21,14,,133,89
25050,3,COLEGIO PARTICULAR SAN MATEO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,194,22,22,31,10,279,85
25059,7,CENTRO EDUCACIONAL LARUN RAYUN,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,220,8,34,54,5,321,82
25061,9,COLEGIO POLIVALENTE RAULÍ,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,144,2,14,10,5,175,91
25070,8,COLEGIO NAVARRA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,92,3,22,55,2,174,67
25071,6,LICEO JOSE ABELARDO NUNEZ Nº5,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,154,12,24,42,1,233,82
25082,1,COLEGIO TECNICO PROFESIONAL APRENDER,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,210,5,17,15,,247,94
25084,8,ESCUELA RUDOLF DECK WERTH,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,119,4,29,31,1,184,83
25085,6,CENTRO EDUCACIONAL RENCA,Región Metropolitana de Santiago,Santiago,Renca,Particular Subvencionado,Urbano,76,1,4,,1,82,99
25091,0,ESC. BASICA BOSTON COLLEGE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,315,18,87,218,3,641,66
25094,5,COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,77,12,23,23,2,137,82
25095,3,COLEGIO PARTICULAR LAS ACACIAS DE MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,58,2,4,8,5,77,83
25101,1,COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA,Región Metropolitana de Santiago,Santiago,La Reina,Particular Subvencionado,Urbano,217,1,48,155,3,424,63
25114,3,ESC. BASICA PART.IBEROAMERICANO,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,253,2,35,33,3,326,89
25121,6,COLEGIO SAN ANTONIO DE COLINA,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,259,9,43,47,,358,87
25132,1,ESCUELA PART. MASTER SCHOOL DE LAMPA,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,291,19,29,47,3,389,87
25136,4,COMPLEJO EDUCACIONAL SAN ALFONSO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,274,7,6,11,7,305,94
25138,0,COLEGIO ALBERT EINSTEIN,Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,84,7,11,46,,148,69
25153,4,COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,253,46,43,205,5,552,62
25160,7,COLEGIO VICTORIANO,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,46,,8,27,,81,67
25166,6,COLEGIO PART. LOS OLMOS DE PTE. ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,179,15,13,50,2,259,80
25171,2,CENTRO EDUC. PRINCIPADO DE ASTURIAS,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,171,25,8,34,4,242,84
25182,8,LICEO ALCALDE JORGE INDO,Región Metropolitana de Santiago,Santiago,Quilicura,Municipal DAEM,Urbano,129,17,8,16,23,193,80
25185,2,COLEGIO PARTICULAR OZANAM,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,181,11,34,58,,284,80
25196,8,PIERRE TEILHARD DE CHARDIN,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,129,2,19,88,5,243,62
25197,6,COL.PARTICULAR SAN VALENTIN DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,28,1,10,39,,78,50
25198,4,COLEGIO SANTA MARIA DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,191,11,56,258,,516,50
25209,3,COLEGIO ESPECIAL FUNDAC.NUESTROS HIJOS,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,3,1,,1,,5,80
25210,7,ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,2,2,,,,4,100
25211,5,ESCUELA PART.ESPECIAL CORPAMEG,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,9,,1,1,,11,91
25212,3,INSTITUTO NACIONAL DE REHABILITACION PAC,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,2,,,,,2,100
25215,8,COLEGIO POLIV. GERONIMO DE ALDERETE,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,327,18,55,94,4,498,80
25218,2,EXTREMADURA DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,182,,47,120,4,353,65
25220,4,COLEGIO ALMA MATER,Región Metropolitana de Santiago,Santiago,La Granja,Particular Subvencionado,Urbano,286,5,21,12,5,329,95
25223,9,COLEGIO MONTE DE ASIS,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,88,6,21,185,23,323,36
25238,7,COLEGIO CENTRO EDUCACIONAL ALTAIR,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,138,,45,111,,294,62
25250,6,COLEGIO POLIV. ALMENDRAL DE LA PINTANA,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,192,2,26,21,,241,91
25256,5,ESCUELA BASICA THE FOREST COLLEGE,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,183,4,43,91,1,322,71
25258,1,COLEGIO POLIV. SANTA CECILIA DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,101,4,8,18,2,133,85
25265,4,COLEGIO ANTIL MAWIDA,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,140,31,9,67,,247,73
25269,7,COLEGIO NUEVO DIEGO DE ALMAGRO,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,42,9,10,66,2,129,47
25282,4,COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,259,14,68,137,,478,71
25300,6,ESC.BAS.NUEVOS CASTANOS DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,46,4,7,10,2,69,83
25303,0,CENTRO EDUCACIONAL LAURA VICUNA,Región Metropolitana de Santiago,Santiago,Renca,Particular Subvencionado,Urbano,124,5,12,5,5,151,93
25304,9,COLEGIO PAUL HARRIS SCHOOL,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,423,19,51,45,5,543,91
25316,2,COLEGIO PUELMAPU,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,53,1,7,4,1,66,92
25328,6,INSTITUTO CRISTIANO LUIS GANDARILLAS,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,73,9,24,116,,222,48
25330,8,COLEGIO POLIVALENTE ANTARES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,108,,11,14,12,145,82
25342,1,ESCUELA RAIMAPU-TIERRA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,87,6,30,135,16,274,45
25347,2,COLEGIO SEBASTIAN EL CANO SAN BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,116,1,31,89,,237,62
25349,9,COLEGIO PARTICULAR MELFORD COLLEGE,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,94,,29,130,3,256,48
25352,9,LICEO BICENTENARIO DE EXCELENCIA PATRICIO MEKIS DE PADRE HURTADO,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,485,31,76,91,,683,87
25359,6,COLEGIO METODISTA DE SANTIAGO,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,54,4,8,24,1,91,73
25367,7,COLEGIO SANTIAGO,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,188,2,53,94,2,339,72
25368,5,COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,358,,43,51,,452,89
25369,3,COLEGIO PARTICULAR ALICANTE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,351,9,117,691,11,1.179,40
25371,5,COLEGIO BICENTENARIO SANTA MARIA DE PAINE,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,508,17,71,105,2,703,85
25382,0,COLEGIO SAINT CHARLES COLLEGE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,104,12,10,15,2,143,88
25386,3,COLEGIO PARTICULAR NOVO MUNDO,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,312,11,66,110,7,506,77
25387,1,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,378,19,73,97,2,569,83
25389,8,COLEGIO `EMPRENDER OBISPO ALVEAR`,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,370,2,70,173,2,617,72
25393,6,COLEGIO QUINTO CENTENARIO CORDILLERA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,80,12,20,86,1,199,56
25395,2,COLEGIO BETTERLAND SCHOOL,Región Metropolitana de Santiago,Santiago,Lo Barnechea,Particular Subvencionado,Urbano,155,6,26,29,1,217,86
25396,0,CENTRO POLITECNICO PARTICULAR CONCHALI,Región Metropolitana de Santiago,Santiago,Conchalí,Particular Subvencionado,Urbano,600,37,56,62,6,761,91
25402,9,COL.  PART. SALES. EL PATROCINIO DE SAN JOSE,Región Metropolitana de Santiago,Santiago,Providencia,Particular Subvencionado,Urbano,65,1,23,242,1,332,27
25418,5,COLEGIO POLIV. SAN BERNARDO ABAD,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,343,4,33,23,2,405,94
25434,7,COLEGIO PARTICULAR FORJADORES,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,149,1,33,75,3,261,70
25439,8,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,486,36,103,274,3,902,69
25442,8,COLEGIO TALAGANTE GARDEN SCHOOL,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,142,2,38,100,4,286,64
25447,9,COLEGIO VALLE DE MALLARAUCO,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,67,1,9,11,,88,88
25448,7,CENTRO EDUC. NINO DIOS DE MALLOCO,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,550,7,58,92,1,708,87
25450,9,COLEGIO SALTAIRAM,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,74,13,11,22,2,122,80
25454,1,COLEGIO PART. ANDINO ANTUQUELEN,Región Metropolitana de Santiago,Cordillera,San José de Maipo,Particular Subvencionado,Urbano,63,2,8,39,1,113,65
25458,4,COLEGIO POLIVALENTE FALCON COLLEGE,Región Metropolitana de Santiago,Santiago,Quinta Normal,Particular Subvencionado,Urbano,411,22,50,45,5,533,91
25462,2,COLEGIO ALTO GABRIELA,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,163,8,23,12,1,207,94
25464,9,COLEGIO POLIVALENTE AGUSTINIANO DE EL BOSQUE,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,352,4,86,190,4,636,69
25471,1,COLEGIO PART. KING EDWARDS SCHOOL I,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,96,21,13,30,,160,81
25475,4,COLEGIO PART. PADRE JOSE KENTENICH,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,162,17,9,15,4,207,91
25480,0,COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,35,9,6,40,5,95,53
25481,9,COLEGIO INSTITUTO O¦HIGGINS DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,83,2,33,169,3,290,41
25482,7,ESC. PART. ARTISTICA EL TRIGAL,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,46,,13,62,1,122,48
25496,7,INSTITUTO TECNOLOGICO SAN MATEO,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,1.045,32,132,143,1,1.353,89
25501,7,COLEGIO SAN ANDRES DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,139,2,56,137,,334,59
25508,4,COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUCA,Región Metropolitana de Santiago,Santiago,Quinta Normal,Particular Subvencionado,Urbano,43,5,11,76,,135,44
25509,2,COLEGIO PARTICULAR MARÍA AUXILIADORA DE SANTIAGO,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,105,9,18,166,1,299,44
25520,3,COL. PART. SAGRADO CORAZON DE JESUS DE LA RE,Región Metropolitana de Santiago,Santiago,La Reina,Particular Subvencionado,Urbano,113,1,28,192,8,342,42
25523,8,CARDENAL JUAN FRANCISCO FRESNO LARRAIN,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,356,4,33,26,2,421,93
25525,4,COLEGIO PARTICULAR EL ALBA DE MACUL,Región Metropolitana de Santiago,Santiago,Macul,Particular Subvencionado,Urbano,57,4,12,45,3,121,60
25526,2,ESCUELA PART.  CURACAVI COLLEGE,Región Metropolitana de Santiago,Melipilla,Curacaví,Particular Subvencionado,Urbano,227,10,43,60,,340,82
25540,8,COLEGIO MONTE OLIVO DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,238,14,26,25,1,304,91
25541,6,COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD,Región Metropolitana de Santiago,Santiago,Providencia,Particular Subvencionado,Urbano,28,,16,111,4,159,28
25542,4,COLEGIO SANTA BARBARA H.S.,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,284,11,49,63,14,421,82
25543,2,COLEGIO POLIV. SAN CRISTOBAL APOSTOL,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,46,6,6,4,3,65,89
25550,5,ESC. BASICA PART. BOSTON COLLEGE LA FARFANA,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,216,10,52,105,5,388,72
25556,4,COLEGIO SOCHIDES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,154,,11,16,1,182,91
25557,2,ESC BASICA PART EMILIA GONZALEZ ESPINOZA,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,155,,46,35,,236,85
25558,0,COLEGIO PARTICULAR ALTAZOR,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,54,1,17,175,1,248,29
25562,9,ESC BASICA PART SAN JOSE DE LA FAMILIA,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,261,8,28,45,,342,87
25571,8,COLEGIO PARTICULAR SAN JOSE DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,197,1,31,47,8,284,81
25577,7,COLEGIO PART. FAMILIA DE NAZARETH,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,131,9,22,29,1,192,84
25580,7,COLEGIO PARTICULAR MIRADOR,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,164,6,43,114,2,329,65
25589,0,COLEGIO JESUS SERVIDOR,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,121,2,9,15,,147,90
25591,2,LICEO TECNICO PROFESIONAL DE BUIN,Región Metropolitana de Santiago,Maipo,Buin,Corporación Municipal,Urbano,681,29,60,51,3,824,93
25592,0,INSTITUTO SAN MIGUEL,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Urbano,99,4,8,21,3,135,82
25599,8,COLEGIO PART. SAN PEDRO DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,201,8,55,84,14,362,73
25613,7,COLEGIO PEDRO APOSTOL,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,250,,42,34,,326,90
25615,3,COLEGIO POLIVALENTE SAINT PETER COLLEGE,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,137,18,4,8,1,168,95
25625,0,COLEGIO PART. SWEDENBORG COLLEGE,Región Metropolitana de Santiago,Santiago,Macul,Particular Subvencionado,Urbano,37,6,5,43,12,103,47
25644,7,COLEGIO PART. NEW LITTLE COLLEGE,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,93,18,6,125,7,249,47
25645,5,COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,1.057,18,176,162,,1.413,89
25655,2,COLEGIO SANTO TOMAS DE AQUINO,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,107,7,26,83,1,224,63
25671,4,COLEGIO SAN MARTIN DE PORRES DE LA PINTANA,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,102,,2,2,2,108,96
25676,5,COLEGIO POLIVALENTE ELISA VALDES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,343,2,52,29,,426,93
25681,1,COLEGIO OXFORD,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,43,10,14,32,2,101,66
25692,7,COLEGIO PART. MANSO DE VELASCO MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,31,1,15,49,2,98,48
25693,5,COLEGIO MADRE DE LA DIVINA PROVIDENC,Región Metropolitana de Santiago,Santiago,Macul,Particular Subvencionado,Urbano,52,20,8,92,6,178,45
25695,1,COLEGIO DE LA INMACULADA CONCEPCIÓN,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,72,3,18,168,1,262,35
25697,8,COLEGIO O`HIGGINS,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,100,,11,15,1,127,87
25700,1,COLEGIO LOS ALPES MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,72,6,30,159,10,277,39
25703,6,COLEGIO PART. ALCANTARA DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,50,8,20,113,2,193,40
25704,4,COLEGIO PART. ALCANTARA DE LA CORDILLERA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,90,20,22,162,2,296,45
25709,5,LINCOLN COLLEGE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,128,11,36,116,1,292,60
25711,7,ESC. BASICA MUNICIPAL PAULA JARAQUEMADA ALQUI,Región Metropolitana de Santiago,Maipo,Paine,Municipal DAEM,Urbano,214,14,14,27,9,278,87
25712,5,COLEGIO PART. ANDARES DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,67,,8,31,3,109,69
25713,3,COLEGIO PART. MANANTIAL DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,54,11,9,76,8,158,47
25714,1,COLEGIO PART. INSTITUTO CORINTIO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,140,4,44,64,,252,75
25716,8,COLEGIO PART. NEW HEINRICH HIGH SCHOOL,Región Metropolitana de Santiago,Santiago,Ñuñoa,Particular Subvencionado,Urbano,98,31,32,109,11,281,57
25717,6,COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,212,23,57,199,11,502,58
25718,2,COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,41,,7,36,2,86,56
25722,2,COLEGIO PART. PATRONA SENORA DE LOURDES,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,48,,16,186,7,257,25
25725,7,ESCUELA PART. NAHUEL,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,138,3,31,150,8,330,52
25727,3,LICEO PART. SALESIANO MANUEL ARRIARAN BARROS,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,173,56,29,203,2,463,56
25737,0,COLEGIO PART. ACROPOLIS,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,142,12,12,30,1,197,84
25739,7,COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,185,16,34,148,1,384,61
25749,4,COLEGIO PART. ALICANTE DEL ROSAL,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,201,25,55,567,2,850,33
25751,6,COLEGIO LIAONA CORDILLERA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,123,10,34,185,6,358,47
25766,4,LINCOLN COLLEGE SAN MARTIN,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,247,49,50,166,3,515,67
25767,2,COLEGIO SAN JORGE DE LAS CONDES,Región Metropolitana de Santiago,Santiago,Las Condes,Particular Subvencionado,Urbano,37,16,6,30,16,105,56
25770,2,LICEO NACIONAL DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Corporación Municipal,Urbano,518,1,145,303,,967,69
25779,6,COLEGIO POLIV. CARDENAL JOSE MARIA CARO,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,341,16,40,23,1,421,94
25781,8,COLEGIO POLIV.  ARZOBISPO CRESCENTE ERRAZURIZ,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,266,17,65,132,,480,73
25783,4,COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,Región Metropolitana de Santiago,Santiago,San Joaquín,Particular Subvencionado,Urbano,117,5,11,8,7,148,90
25790,7,COLEGIO POLIV. DIEGO PORTALES DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,99,7,9,19,1,135,85
25795,8,COLEGIO PARTICULAR BLUMENTHAL,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,247,5,38,41,2,333,87
25798,2,COLEGIO RELIGIOSO SANTA MARGARITA,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,151,3,30,30,18,232,79
25804,0,COLEGIO PART. ANTUPIREN,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,166,17,41,203,11,438,51
25814,8,COLEGIO SAYEN,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,74,4,17,22,,117,81
25824,5,LICEO SERGIO SILVA BASCUNAN,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,558,19,34,30,2,643,95
25826,1,COLEGIO ADVENTISTA LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,29,5,4,25,1,64,59
25829,6,COLEGIO PART. SAN ADRIAN DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,85,4,29,182,2,302,39
25839,3,ESC. BAS. Y ESP. CELEI,Región Metropolitana de Santiago,Santiago,Lo Prado,Particular Subvencionado,Urbano,33,,4,14,,51,73
25843,1,COLEGIO PART. SAGRADO CORAZON DE TALAGANTE,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,54,2,15,192,1,264,27
25850,4,COLEGIO DEL VALLE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,41,2,9,112,3,167,31
25853,9,COLEGIO POLIVALENTE NOVO HORIZONTE,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,553,31,78,105,10,777,85
25855,5,LICEO BICENTENARIO CHACABUCO,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Urbano,443,1,62,212,2,720,70
25865,2,SAN IGNACIO COLLEGE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,153,3,28,18,2,204,90
